csfa_number,program_name,agency,record_type,award_id,grantee_name,award_amount,award_amount_raw,award_start_date,award_end_date,award_period,grantee_location,fiscal_year,chicago_likely,chicago_signal,amount_meaning,source,source_url
420-00-1758,Site Improvements,DCEO (420),award,25-203504,Village of Schiller Park,300000.0,"300,000",05/01/2026,04/30/2028,05/01/2026 - 04/30/2028,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,24-203104,Village of Seatonville,75000.0,"75,000",10/01/2024,09/30/2026,10/01/2024 - 09/30/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,25-203425,Village of Secor,30000.0,"30,000",12/01/2025,11/30/2027,12/01/2025 - 11/30/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,24-203320,Village of Shabbona,65000.0,"65,000",11/01/2025,10/31/2027,11/01/2025 - 10/31/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,24-203396,Village of Shiloh,100000.0,"100,000",05/01/2025,04/30/2027,05/01/2025 - 04/30/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,25-203722,Village of Shorewood,250000.0,"250,000",01/01/2026,12/31/2027,01/01/2026 - 12/31/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,25-203093,Village of Shorewood,205000.0,"205,000",11/01/2025,10/31/2027,11/01/2025 - 10/31/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,25-203177,Village of Shorewood,150000.0,"150,000",10/01/2025,09/30/2027,10/01/2025 - 09/30/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,24-203212,Village of Skokie,2000000.0,"2,000,000",02/01/2025,01/31/2027,02/01/2025 - 01/31/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,22-203698,Village of Skokie,600000.0,"600,000",05/01/2024,04/30/2027,05/01/2024 - 04/30/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,22-203234,Village of South Chicago Heights,200000.0,"200,000",12/01/2022,11/30/2026,12/01/2022 - 11/30/2026,,2027,false,chicago_token_but_non_city_place:chicago heights,award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,25-203085,Village of South Chicago Heights,50000.0,"50,000",11/01/2025,10/31/2027,11/01/2025 - 10/31/2027,,2027,false,chicago_token_but_non_city_place:chicago heights,award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,24-203706,Village of South Holland,50000.0,"50,000",05/01/2025,04/30/2027,05/01/2025 - 04/30/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,23-203192,Village of South Jacksonville,50000.0,"50,000",09/01/2024,08/31/2026,09/01/2024 - 08/31/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,24-203385,Village of South Roxana,50000.0,"50,000",10/01/2024,09/30/2026,10/01/2024 - 09/30/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,24-203062,Village of Steger,100000.0,"100,000",09/01/2025,08/31/2027,09/01/2025 - 08/31/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,24-203687,Village of Stone Park,250000.0,"250,000",10/01/2025,09/30/2027,10/01/2025 - 09/30/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,21-203396,Village of Streamwood,146000.0,"146,000",12/01/2022,11/30/2026,12/01/2022 - 11/30/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,21-203435,Village of Streamwood,104000.0,"104,000",10/01/2022,09/30/2027,10/01/2022 - 09/30/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,23-203495,Village of Sublette,25000.0,"25,000",12/01/2025,11/30/2027,12/01/2025 - 11/30/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,23-203561,Village of Sugar Grove,125000.0,"125,000",03/01/2024,02/28/2027,03/01/2024 - 02/28/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,24-203112,Village of Summit,200000.0,"200,000",05/01/2024,04/30/2027,05/01/2024 - 04/30/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,25-203191,Village of Summit,200000.0,"200,000",12/01/2025,11/30/2027,12/01/2025 - 11/30/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,26-203051,Village of Summit,250000.0,"250,000",05/01/2026,04/30/2028,05/01/2026 - 04/30/2028,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,24-203070,Village of Symerton,40000.0,"40,000",01/01/2025,12/31/2026,01/01/2025 - 12/31/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,25-203626,Village of Tampico,100000.0,"100,000",05/01/2026,04/30/2028,05/01/2026 - 04/30/2028,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,25-203625,Village of Thomasboro,100000.0,"100,000",04/01/2026,03/31/2028,04/01/2026 - 03/31/2028,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,24-203485,Village of Thornton,150000.0,"150,000",04/01/2025,03/31/2027,04/01/2025 - 03/31/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,24-203099,Village of Tonica,100000.0,"100,000",12/01/2025,11/30/2027,12/01/2025 - 11/30/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,24-203358,Village of Tremont,45250.0,"45,250",10/01/2024,09/30/2026,10/01/2024 - 09/30/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,22-203094,Village of University Park,629000.0,"629,000",06/01/2023,05/31/2027,06/01/2023 - 05/31/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,24-203586,Village of Villa Park,140000.0,"140,000",10/01/2025,09/30/2027,10/01/2025 - 09/30/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,24-203587,Village of Villa Park,100000.0,"100,000",04/01/2026,03/31/2028,04/01/2026 - 03/31/2028,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,24-203593,Village of Villa Park,100000.0,"100,000",12/01/2025,11/30/2027,12/01/2025 - 11/30/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,24-203622,Village of Villa Park,300000.0,"300,000",12/01/2025,11/30/2027,12/01/2025 - 11/30/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,25-203286,Village of Villa Park,200000.0,"200,000",05/01/2026,04/30/2028,05/01/2026 - 04/30/2028,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,23-203496,Village of Walnut,25000.0,"25,000",12/01/2025,11/30/2027,12/01/2025 - 11/30/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,24-203696,Village of Wauconda,90000.0,"90,000",11/01/2025,10/31/2027,11/01/2025 - 10/31/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,21-203351,Village of Weldon,100000.0,"100,000",12/01/2022,11/30/2026,12/01/2022 - 11/30/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,25-203327,Village of Westfield,30000.0,"30,000",04/01/2026,03/31/2028,04/01/2026 - 03/31/2028,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,25-203437,Village of Westfield,15000.0,"15,000",05/01/2026,04/30/2028,05/01/2026 - 04/30/2028,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,25-203590,Village of Westmont,330000.0,"330,000",10/01/2025,09/30/2027,10/01/2025 - 09/30/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,25-203822,Village of Westmont,150000.0,"150,000",05/01/2026,04/30/2028,05/01/2026 - 04/30/2028,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,22-203291,Village of Westville,100000.0,"100,000",11/01/2023,10/31/2026,11/01/2023 - 10/31/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,22-203774,Village of Willow Springs,125000.0,"125,000",09/01/2024,08/31/2026,09/01/2024 - 08/31/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,24-203075,Village of Wilmette,500000.0,"500,000",09/01/2025,08/31/2027,09/01/2025 - 08/31/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,24-203737,Village of Wilmette,300000.0,"300,000",12/01/2025,11/30/2027,12/01/2025 - 11/30/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,24-203743,Village of Winnetka,300000.0,"300,000",01/01/2025,12/31/2026,01/01/2025 - 12/31/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,25-203542,Village of Winslow,50000.0,"50,000",05/01/2026,04/30/2028,05/01/2026 - 04/30/2028,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,25-203727,Village of Woodridge,250000.0,"250,000",01/01/2026,12/31/2027,01/01/2026 - 12/31/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,25-203094,Village of Woodridge,170000.0,"170,000",01/01/2026,12/31/2027,01/01/2026 - 12/31/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,25-203607,Wayne Township,250000.0,"250,000",01/01/2026,12/31/2027,01/01/2026 - 12/31/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,24-203581,Wayne Township,75000.0,"75,000",03/01/2025,02/28/2027,03/01/2025 - 02/28/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,26-203147,West Branch Water Reclamation District,250000.0,"250,000",05/01/2026,04/30/2028,05/01/2026 - 04/30/2028,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,25-203556,Western DuPage Special Recreation Association,40000.0,"40,000",01/01/2026,12/31/2027,01/01/2026 - 12/31/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,25-203520,Western DuPage Special Recreation Association,15000.0,"15,000",01/01/2026,12/31/2027,01/01/2026 - 12/31/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,25-203821,Westmont Park District,75000.0,"75,000",02/01/2026,01/31/2028,02/01/2026 - 01/31/2028,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,25-203061,Wheaton Park District,300000.0,"300,000",10/01/2025,09/30/2027,10/01/2025 - 09/30/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,24-203426,Wheaton Park District,65000.0,"65,000",10/01/2024,09/30/2026,10/01/2024 - 09/30/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,24-203203,Will County Forest Preserve District,270000.0,"270,000",09/01/2024,08/31/2027,09/01/2024 - 08/31/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,25-203619,Winfield Park District,100000.0,"100,000",12/01/2025,11/30/2027,12/01/2025 - 11/30/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,24-203453,Woodridge Park District,225000.0,"225,000",09/01/2024,08/31/2026,09/01/2024 - 08/31/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,25-203251,Worth Township,200000.0,"200,000",10/01/2025,09/30/2027,10/01/2025 - 09/30/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1758,Site Improvements,DCEO (420),award,25-206082,YMCA of Metropolitan Chicago,200000.0,"200,000",04/01/2026,03/31/2028,04/01/2026 - 03/31/2028,,2027,true,name_contains_chicago,award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1758
420-00-1769,Installation and/or Replacement of Utilities,DCEO (420),award,22-203015,Chicago Park District,416000.0,"416,000",05/01/2022,04/30/2028,05/01/2022 - 04/30/2028,,2027,true,name_contains_chicago,award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1769
420-00-1769,Installation and/or Replacement of Utilities,DCEO (420),award,24-203681,Chicago Transit Authority,1500000.0,"1,500,000",11/01/2024,10/31/2026,11/01/2024 - 10/31/2026,,2027,true,name_contains_chicago,award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1769
420-00-1769,Installation and/or Replacement of Utilities,DCEO (420),award,24-416011,City of Cahokia Heights,6000000.0,"6,000,000",02/01/2025,01/31/2027,02/01/2025 - 01/31/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1769
420-00-1769,Installation and/or Replacement of Utilities,DCEO (420),award,22-203787,City of Cahokia Heights,6000000.0,"6,000,000",02/01/2025,01/31/2027,02/01/2025 - 01/31/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1769
420-00-1769,Installation and/or Replacement of Utilities,DCEO (420),award,24-203340,City of Carrollton,25000.0,"25,000",10/01/2025,09/30/2027,10/01/2025 - 09/30/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1769
420-00-1769,Installation and/or Replacement of Utilities,DCEO (420),award,24-203668,City of Chicago,100000.0,"100,000",12/01/2025,11/30/2027,12/01/2025 - 11/30/2027,,2027,true,name_contains_chicago,award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1769
420-00-1769,Installation and/or Replacement of Utilities,DCEO (420),award,25-203139,City of Chicago Heights,200000.0,"200,000",12/01/2025,11/30/2027,12/01/2025 - 11/30/2027,,2027,false,chicago_token_but_non_city_place:chicago heights,award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1769
420-00-1769,Installation and/or Replacement of Utilities,DCEO (420),award,25-203070,City of Crest Hill,225000.0,"225,000",12/01/2025,11/30/2027,12/01/2025 - 11/30/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1769
420-00-1769,Installation and/or Replacement of Utilities,DCEO (420),award,24-203125,City of Crest Hill,400000.0,"400,000",05/01/2025,04/30/2027,05/01/2025 - 04/30/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1769
420-00-1769,Installation and/or Replacement of Utilities,DCEO (420),award,24-203372,City of Edwardsville,100000.0,"100,000",09/01/2024,08/31/2027,09/01/2024 - 08/31/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1769
420-00-1769,Installation and/or Replacement of Utilities,DCEO (420),award,24-203400,City of Elgin,500000.0,"500,000",12/01/2025,11/30/2027,12/01/2025 - 11/30/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1769
420-00-1769,Installation and/or Replacement of Utilities,DCEO (420),award,24-203648,City of Elgin,500000.0,"500,000",10/01/2025,09/30/2027,10/01/2025 - 09/30/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1769
420-00-1769,Installation and/or Replacement of Utilities,DCEO (420),award,22-203758,City of Gibson,130000.0,"130,000",10/01/2025,09/30/2027,10/01/2025 - 09/30/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1769
