id,name,sponsor,level,instrument,status,closingSoon,daysToClose,cadence,opensAt,closesAt,closesAtTime,windowLabel,nextWindowExpected,amountDisplay,amountShare,geography,entityTypes,stage,demographicRestriction,useOfFunds,keyExclusions,costToApply,legitimacy,isNew,newBecause,inExplorerCatalog,explorerCatalogId,applyUrl,sourceUrl,verifiedAt,evidence,notes,tier,validationErrors
walmart-spark-good-local-grants-fy27,Spark Good Local Grants (Walmart and Sam's Club),Walmart / Sam's Club (Walmart.org),Private,grant,open,False,80,recurring_scheduled,2026-08-01,2026-11-30,not stated on the guidelines page,FY27 Cycle 3 (Aug 1 - Nov 30),2027-02-01,"$250 - $5,000 per local grant",,United States (grants made by the local Walmart/Sam's Club facility serving the applicant's area - Chicago facilities included),nonprofit,any,none,other,"""Non-charities, including but not limited to organizations such as 501(c)(4)s, (c)(6)s, and (c)(19)s like homeowner's associations, civic leagues, or volunteer fire companies, are not eligible."" FOR-PROFIT SMALL BUSINESSES ARE NOT ELIGIBLE.",free,official,True,not in Explorer catalog,False,,https://walmart.com/nonprofits,https://www.walmart.org/how-we-give/program-guidelines/spark-good-local-grants-guidelines,2026-09-11,"FY27 cycles: ""Cycle 1: Feb. 1 - April 15"", ""Cycle 2: May 1- July 15"", ""Cycle 3: Aug. 1 - Nov. 30""; grants ""ranging from $250 to $5,000""; eligible: 501(c)(3)s, government, schools, faith-based.","Included for the Chamber's nonprofit/community-organization audience - a for-profit Chicago small business CANNOT apply. Requires a verified Spark Good account on Walmart.com/nonprofits (third-party verification via Deed). Cycle dates are printed as fiscal-year (FY27) month-day pairs WITHOUT calendar years on the guidelines page; Aug 1 - Nov 30 maps to 2026 on the date of record. Note: the separate Sam's Club Community Grant Program funds nonprofits that support small businesses, not the businesses themselves.",private-national,
truist-foundation-grants,Truist Foundation Grants (small business and career pathways),Truist Foundation,Foundation,grant,open,False,80,recurring_scheduled,,2026-11-30,not stated on the page,Cycle 3 deadline Nov 30 (decision in April),2027-03-31,"Minimum $15,000; national grants can exceed $1 million",,UNVERIFIED for Chicago - the Foundation describes partnering with nonprofits 'across our markets' (Truist's banking footprint is the Southeast/Mid-Atlantic) while also making national grants. Confirm Illinois eligibility before investing effort.,nonprofit,any,none,training;other,"""All of our grants must go to nonprofit organizations."" For-profit entities are not eligible. The Foundation states it does not want to be a sole supporter of a project.",free,official,True,not in Explorer catalog,False,,https://www.truistfoundation.org/grant-application,https://www.truistfoundation.org/grant-application,2026-09-11,"""an open grant application process, meaning organizations do not have to be invited to apply."" Deadlines March 31, July 31, November 30. Minimum grant $15,000. Nonprofits only.","GEOGRAPHY CAVEAT: I could not load a Truist Foundation page that states the funding footprint (the /what-we-fund and /grant-information URLs 404 today). Truist has no retail banking presence in Illinois, so a Chicago nonprofit should confirm eligibility with the Foundation before applying. Included because the application window itself is verified open and the small-business-support focus area is a direct fit for a chamber or CDFI-style applicant.",private-national,
peoples-gas-ci-energy-efficiency-rebates-2026,Peoples Gas Commercial & Industrial and Small/Midsize Business Energy Efficiency Rebates (2026),"Peoples Gas (and North Shore Gas), administered by Franklin Energy",Utility,rebate,open,False,88,recurring_scheduled,2026-01-01,2026-12-08,,"Program valid Jan. 1, 2026 - Dec. 31, 2026; all final documentation due December 8, 2026",2027-01-01,"Prescriptive per-measure rebates, e.g. steam trap repair/replacement $100-$300 per trap, steam trap monitoring $100-$300 per trap, pipe insulation $1.20-$12 per linear foot, steam fittings $3.60-$16.80 each, steam valves $9.60-$33.60 each, tank insulation $5.40-$9.60/sq ft, hot water boilers $1.50/MBH input, steam boilers $1.20/MBH input, dual-pipe steam boiler averaging controls $50/living unit (capped $2,500), boiler reset controls capped at $1,500 per boiler, boiler tune-ups $0.30/MBH up to $2,000 (space heat) or $3,000 (process). Custom rebates available for measures not on the prescriptive list.",Rebates may not exceed total project cost,Peoples Gas service territory (City of Chicago) and North Shore Gas territory,for_profit;nonprofit;property_owner,any,none,energy;equipment;building_improvements,In 2026 ALL prescriptive projects must receive pre-approval BEFORE installation begins or equipment is purchased - no retroactive rebates. Internal labor cannot be included in project cost. Completed applications must be received within 30 days of installation. Some measures have a limited number of approvals per year even if funding remains.,free,official,False,,True,peoplesGasEfficiency,https://www.peoplesgasdelivery.com/savings/business/pdf/prescriptive.pdf,https://www.peoplesgasdelivery.com/savings/business/rebates-ci,2026-09-11,"2026 Prescriptive Rebate Application (peoplesgasdelivery.com PDF): 'Valid Jan. 1, 2026 - Dec. 31, 2026'; 'final application and supporting documentation... by December 8, 2026.'","The operative deadline is December 8, 2026 for final paperwork, not December 31 as the Explorer catalog records. Custom rebates cover boiler combustion management, economizers, HVAC optimization, destratification fans, demand-controlled ventilation, heat recovery, dock seals, process pipe/tank insulation and CHP. Free energy advisor visit and gas optimization study available. Phone 855-849-8928; SMB projects email sbprojects@FranklinEnergy.com, large/C&I email PGNSGBusiness@FranklinEnergy.com.",federal-utility,
igi-new-stores-in-food-deserts-round-3,"Illinois Grocery Initiative - New Stores in Food Deserts, Round 3",Illinois Department of Commerce and Economic Opportunity (DCEO),State,reimbursement,open,False,89,recurring_scheduled,2026-09-10,2026-12-09,"17:00, time zone not stated on page (page prints '5:00 PM')",FY27-1 / Round 3,,"$500,000 - $5,200,000 (8 anticipated awards; $20,800,000 total)",Match required (cost sharing = Yes on the NOFO),Illinois food-desert census tracts (Chicago tracts qualify),for_profit;nonprofit;property_owner,any,none,building_improvements;equipment;other,"Prior recipients of New Stores in Food Deserts grants are not eligible at the same location. Indirect costs are allowed only on operational, not capital, expenditures.",free,official,True,first window in 2026 - Round 3 NOFO posted 2026-09-10,False,,https://dceo.illinois.gov/aboutdceo/grantopportunities/3295-4240.html,https://dceo.illinois.gov/aboutdceo/grantopportunities/3295-4240.html,2026-09-11,"Page fields: 'Application Date Range 09/10/2026 - 12/09/2026 : 5:00 PM', 'Award Range $500,000 - $5,200,000', 'Anticipated Number of Awards 8'.",Eligibility quoted from NOFO supplement 3295-4240 section on eligible applicants. CSFA 420-35-3295. GATA pre-qualification required. Reimbursement of eligible capital and non-capital expenditures.,county-state,
comed-custom-incentives-2026,ComEd Energy Efficiency Program - Custom Incentives (2026),Commonwealth Edison Company (ComEd),Utility,rebate,open,False,111,recurring_scheduled,2026-01-01,2026-12-31,,"January 1, 2026 through December 31, 2026",,"Up to 100% of project cost; max $2,000,000 per ComEd account per calendar year across Standard, Custom, Industrial Systems, RCx, SEM and New Construction","Up to 100% of incremental measure cost or total project cost, whichever is less","ComEd service territory (northern Illinois, including Chicago)",for_profit;nonprofit;property_owner,any,none,energy;equipment;building_improvements,"Customers without a FEIN are ineligible. NOT eligible: fuel switching electric-to-gas, on-site generation (except qualifying CHP), renewables, like-for-like repair/replacement, peak-shifting-only projects, demand-response-only projects, used/refurbished equipment, and projects already funded by another ComEd or Ameren EE portfolio program. No stacking of multiple utility incentives for identical upgrades.",free,official,True,not in Explorer catalog,False,,https://www.comed.com/cdn/assets/v3/assets/blt3ebb3fed6084be2a/blt8565db09730fbd49/6a3d7af90b4bbd07ac091071/2026_Custom_Incentive_Application_Form.pdf?branch=prod_alias,https://www.comed.com/cdn/assets/v3/assets/blt3ebb3fed6084be2a/blt8565db09730fbd49/6a3d7af90b4bbd07ac091071/2026_Custom_Incentive_Application_Form.pdf?branch=prod_alias,2026-09-11,"2026 ComEd Custom Incentives Application (comed.com PDF): 'January 1, 2026 through December 31, 2026'; 'up to $2 million in customer incentives paid per calendar year per ComEd account.'","Not in the Explorer catalog. Wait for the reservation letter BEFORE purchasing equipment or the incentive is forfeited. Projects must be completed and the final application signed by December 31, 2026 to qualify for 2026 incentives; projects finishing later are case-by-case. Measures must stay in service 5 years or incentives can be clawed back pro rata.",federal-utility,
comed-standard-incentives-2026,ComEd Energy Efficiency Program - Standard (Prescriptive) Incentives (2026),Commonwealth Edison Company (ComEd),Utility,rebate,open,False,111,recurring_scheduled,2026-01-01,2026-12-31,,"January 1, 2026 - December 31, 2026",,"Per-measure prescriptive incentives; max $2,000,000 per ComEd account per calendar year across Standard, Custom, Industrial Systems, RCx, SEM and New Construction",Varies by measure; ComEd advertises incentives covering as much as 75% of project cost,"ComEd service territory (northern Illinois, including Chicago)",for_profit;nonprofit;property_owner,any,none,energy;equipment;building_improvements,"Final application paperwork is due within 60 days of project completion or by December 31, 2026, whichever comes first. Customers without a FEIN are ineligible.",free,official,True,not in Explorer catalog,False,,https://comedstndportal.anbetrack.com/comedeestandportal/,https://www.comed.com/cdn/assets/v3/assets/blt3ebb3fed6084be2a/blt65f91e7acb09e1d3/69c2e76ffe39654ec59cd626/2026_ComEd_STA_application_V15-RM.pdf?branch=prod_alias,2026-09-11,"2026 ComEd Standard Incentives Application (comed.com PDF): 'January 1, 2026 - December 31, 2026'; 'Final application paperwork is due within 60 days of project completion or by December 31, 2026.'","Not in the Explorer catalog. Measure-level incentive amounts live in per-technology worksheets on comed.com (lighting, HVAC/VSD, refrigeration, commercial equipment, compressed air, EMS, lab, streetlighting, industrial). The Standard Online Application is at ComEd.com/StandardOnlineApp.",federal-utility,
chicago-cdg-small,"Community Development Grant — Small (up to $250,000)",Chicago Department of Planning and Development (DPD),City,reimbursement,open,False,158,recurring_scheduled,,2027-02-16,23:59 America/Chicago (timezone not stated on page),"Current CDG round — deadline 11:59 p.m. Tuesday, Feb. 16",,"Up to $250,000",Up to 75% of total eligible project expenses,Citywide Chicago,for_profit;nonprofit;property_owner;individual,any,none,building_improvements;facade;other,"Per the CDG-S Program Manual (§2.3/2.4) social-service uses including daycare are excluded; applicants that completed any DPD grant (SBIF, NOF, CDG) in the last 3 years are barred; residential/home-based businesses excluded.",free,official,False,,True,cdgSmall,https://cocdpd.submittable.com/submit,https://www.chicago.gov/city/en/sites/community-development-grant/home.html,2026-09-11,"""Applications are now open. Apply by 11:59 p.m. on Tuesday, Feb. 16."" — Small: Up to $250,000, reimbursement for up to 75% of total eligible project expenses.","The City page prints ""Feb. 16"" with NO year and no timezone. The year is 2027: the Submittable listing (cocdpd.submittable.com/submit) shows 'Small Community Development Grants (Up to $250,000)' with deadline February 16, 2027, and Feb 16, 2027 is a Tuesday (Feb 16, 2026 was a Monday). CATALOG DISAGREEMENT: Explorer shows deadline 2026-08-14. Note the DCASE Opportunities page at chicago.gov still carries the stale 'Friday, August 14' date. | [city] Year not printed on the City page; Submittable shows 'Medium Community Development Grant (CDG-M)' deadline February 16, 2027. CATALOG DISAGREEMENT: Explorer shows 2026-08-14. | [city] Catalog agrees (rolling, no deadline).",city,
nih-parent-sbir-r43-r44-pa-27-100,"NIH, CDC and FDA Parent SBIR Grant (R43/R44), Clinical Trial Optional",National Institutes of Health (with CDC and FDA),Federal,grant,open,False,206,recurring_scheduled,2026-05-28,2027-04-05,,PA-27-100 - standing parent announcement with recurring standard due dates,,Award amounts set by NIH SBIR statutory guidelines (Phase I / Phase II); not stated in the Grants.gov synopsis,No cost share for small business concerns,US - Chicago small businesses eligible,for_profit,pre_revenue_ok,none,other,Foreign organizations ineligible. Health/biomedical R&D scope only.,free,official,False,,False,,https://www.grants.gov/search-results-detail/359671,https://www.grants.gov/search-results-detail/359671,2026-09-11,"Grants.gov synopsis PA-27-100 fetched today: posted May 28, 2026, closes Apr 05, 2027; 'Only United States small business concerns (SBCs)... are eligible to submit applications.'",NIH also has PA-27-102 (Parent STTR R41/R42) and PAR-27-098 (SBIR/STTR Commercialization Readiness Pilot) open on the same schedule. Standard NIH SBIR receipt dates fall through the year; check the NOFO for the next one.,federal-utility,
illinois-business-attraction-prime-sites,Business Attraction Prime Sites,Illinois Department of Commerce and Economic Opportunity (DCEO),State,grant,open,False,292,rolling_with_cutoff,2021-09-20,2027-06-30,"23:59, time zone not stated on page (page prints '11:59pm')",Open announcement through 2027-06-30,,"$250,000 - $25,000,000 (130 anticipated awards; $60,000,000 total)",Match required (cost sharing = Yes on the NOFO),Illinois,for_profit,established,none,building_improvements;equipment;other,Not a small-business program - the hiring and capital-investment thresholds exclude nearly all Chamber-scale applicants. Indirect costs not allowed.,free,official,False,,False,,https://dceo.illinois.gov/aboutdceo/grantopportunities/2608-2023.html,https://dceo.illinois.gov/aboutdceo/grantopportunities/2608-2023.html,2026-09-11,"Rendered page field: 'Application Date Range 09/20/2021 - 06/30/2027 : 11:59pm'; 'Award Range $250,000 - $25,000,000'.","Listed for completeness because it is a live DCEO grant to businesses, but the thresholds put it out of reach for SECCC's audience. The embedded page metadata still shows a stale 06/30/2024 end date; rendered page and DCEO grants table both say 06/30/2027.",county-state,
igi-grocery-rescue-program,Illinois Grocery Initiative - Grocery Rescue Program,Illinois Department of Commerce and Economic Opportunity (DCEO),State,reimbursement,open,False,292,rolling_with_cutoff,2026-09-10,2027-06-30,"17:00, time zone not stated on page (page prints '5:00 PM')",FY27-3,,"Up to $1,500,000 (range $100,000 - $1,500,000; 5 anticipated awards; $4,500,000 total)","Applicant must provide 25% of total project costs (1:3 match), non-state sources only",Illinois low-access census tracts (Chicago tracts qualify),for_profit;nonprofit;property_owner,any,none,building_improvements;equipment;other,In-kind contributions and pre-NOSA expenditures do not count toward the match. Indirect costs not allowed on capital expenditures.,free,official,True,first window in 2026 - NOFO posted 2026-09-10,False,,https://dceo.illinois.gov/aboutdceo/grantopportunities/3295-4335.html,https://dceo.illinois.gov/aboutdceo/grantopportunities/3295-4335.html,2026-09-11,"Page fields: 'Application Date Range 09/10/2026 - 06/30/2027 : 5:00 PM', 'Award Range $100,000 - $1,500,000', 'Anticipated Number of Awards 5'.",The 12-month-prior-closure requirement is the gating test; verified in NOFO supplement 3295-4335. Long open window makes this effectively rolling until the 2027-06-30 cutoff.,county-state,
illinois-sbir-sttr-match,SBIR/STTR Match Program,Illinois Department of Commerce and Economic Opportunity (DCEO),State,grant,open,False,292,rolling_with_cutoff,2022-11-17,2027-06-30,"17:00, time zone not stated on page (page prints '5:00pm')",Open announcement through 2027-06-30,,"Up to $50,000 (100 anticipated awards; $5,000,000 total)",State match to a federal SBIR/STTR award,Illinois,for_profit,any,none,other,"Subsequent Phase II awards (Phase IIB, IIC, CRP) are not eligible. Phase I match requires the Phase I award to still be open and the Phase II application not yet submitted.",free,official,False,,False,,https://dceo.illinois.gov/aboutdceo/grantopportunities/2382-2419.html,https://dceo.illinois.gov/aboutdceo/grantopportunities/2382-2419.html,2026-09-11,"Rendered page field: 'Application Date Range 11/17/2022 - 06/30/2027 : 5:00pm'; listed on DCEO's open-grants table with 'Application Deadline: June 30, 2027'.",The page's embedded JSON metadata still carries a stale '11/17/2022 - 06/30/2024' string while the rendered page and the DCEO open-grants table both say 06/30/2027 - treat 2027-06-30 as current. CSFA 420-35-2382.,county-state,
tory-burch-fellows-2027,Tory Burch Foundation Fellows Program,Tory Burch Foundation,Foundation,in_kind,scheduled,False,61,recurring_scheduled,2026-09-22,2026-11-11,not stated on the page,2027 Fellows cohort,2026-09-22,"No cash amount published on the program page - benefits listed are peer network, collaborative coaching, advisor access and self-paced education",,United States and its territories,for_profit,established,women,training;other,Full eligibility in the Fellowship Rules,free,official,True,not in Explorer catalog,False,,https://www.toryburchfoundation.org/fellows/,https://www.toryburchfoundation.org/fellows/,2026-09-11,"PROGRAM TIMELINE: ""SEPTEMBER 22, 2026 Applications Open / NOVEMBER 11, 2026 Applications Close / WINTER 2026-27 Review Period / MAY 2027 Fellows Selection.""","AMOUNT NOT VERIFIABLE: the live program page publishes no grant figure. Prior cycles are widely reported to include a $5,000 education grant and access to a low/zero-interest loan (a testimonial on the page references 'a small interest-free loan'), but nothing on the sponsor page confirms a cash award today - hence instrument 'in_kind'. Opens in 11 days; a Chicago woman-owned business at $75k+ revenue should diary Sept 22.",private-national,
amara-loi-reopening-oct-2026,AMARA (formerly Grand Victoria Foundation) — Letter of Inquiry,AMARA,Foundation,grant,scheduled,False,,rolling,,,,LOI process paused until October 2026,2026-10-01,Not published; general operating support and multiyear grants,,"Illinois (looking for county, regional or statewide impact)",nonprofit,established,none,other,"Does not fund individuals, direct service, political campaigns, religious purposes, or governmental entities. Requires strong governance, clear community accountability and existing infrastructure.",free,official,True,not in Explorer catalog,False,,https://amarail.org/how-to-apply/,https://amarail.org/how-to-apply/,2026-09-11,"""AMARA has temporarily paused the LOI process until October 2026."" ""Letters of Inquiry for all program areas are accepted on a rolling basis and may be submitted throughout the year.""","IMPORTANT RENAME: grandvictoriafdn.org now 301-redirects to amarail.org — the Grand Victoria Foundation has rebranded as AMARA. Only a reopening MONTH (October 2026) is published, not a specific date, so this is a soft 'scheduled'. The separate Rapid Response fund is expended for the year. Fiscal sponsors are accepted.",foundation-sector,
chicago-artists-coalition-residency-2027,Chicago Artists Coalition Residency,Chicago Artists Coalition,Nonprofit,in_kind,scheduled,False,111,recurring_scheduled,2026-10-01,2026-12-31,,Applications for the next cohort,,"In-kind: two-year residency with studio access, exhibitions, mentorship and programming, ""at little to no cost""",,Chicago,individual,any,none,other,"Not cash. ""Little to no cost"" is not defined on the page — there may be a nominal participation cost.",free,official,True,not in Explorer catalog,False,,https://www.chicagoartistscoalition.org/residency/,https://www.chicagoartistscoalition.org/residency/,2026-09-11,"""Applications for the next cohort open October-December 2026."" Residency described as two-year, ""Offered at little to no cost,"" with studio access, exhibitions and mentorship.","Only the months are published, not exact dates. In-kind support rather than a cash grant. CAC's SPARK Grants ($2,000 unrestricted awards to ALAANA, disabled, and self-taught Chicago artists) appear in aggregator listings but do not appear anywhere on CAC's current live site — treat SPARK as unconfirmed.",foundation-sector,
chicago-sbif,Small Business Improvement Fund (SBIF),SomerCor on behalf of the Chicago Department of Planning and Development,City,reimbursement,scheduled,True,19,recurring_scheduled,2026-09-01,2026-09-30,17:00 America/Chicago,"September 2026 district window (107th/Halsted, Fullerton/Milwaukee, LaSalle Central, Madison/Austin, Woodlawn)",2026-10-01,"Commercial up to $150,000; Industrial up to $250,000; multi-tenant caps $75,000 commercial / $100,000 industrial per tenant","Commercial 90% ($0–$3M gross sales/net worth), 60% ($3–6M), 30% ($6–9M); Industrial 50% flat","SBIF-eligible TIF districts, Chicago (verify by address with the SBIF Locator Tool)",for_profit;nonprofit;property_owner,any,none,building_improvements;facade;energy;other,"Residential projects, interior work on residential units, new construction/additions, stand-alone minor or cosmetic repairs, equipment, planters, outdoor dining areas, fencing/pergolas, parking lots, landscaping, business-specific items. All costs must be approved BEFORE construction starts.",free,official,False,,True,sbif,https://somercor.com/sbif/,https://somercor.com/sbif/,2026-09-11,"""SBIF applications must be submitted during monthly rollout periods for individual TIF districts... Applications received for a TIF district outside of its open acceptance period will be rejected."" September 2026 OPENS Sept. 1 9:00 A.M., CLOSES Sept. 30 5:00 P.M.","Row marked status 'scheduled' per the database's SBIF convention, but note the SEPTEMBER 2026 WINDOW IS OPEN TODAY (Sept. 1 9 a.m. – Sept. 30 5 p.m.) for five districts, none of them in Southeast Chicago. For Southeast Chicago the only scheduled window in the published calendar is SOUTH CHICAGO, Oct. 1–30, 2026. Every other Southeast Chicago TIF (Commercial Avenue, Ewing Avenue, Stony Island/Burnside, 71st/Stony Island, Avalon Park/South Shore, 79th Street Corridor, 87th/Cottage Grove, Roseland/Michigan, 119th/Halsted) appears in the district list but is NOT scheduled through Dec. 30, 2026. The calendar published on the page runs only through December 2026; no 2027 months are posted. Applications are processed by lottery if demand exceeds funds; waitlisted applications stay active 24 months. CATALOG DISAGREEMENT: Explorer shows nextWindow 2026-08-30 with only July/August 2026 deadlines — that calendar is one month past and is missing Sept/Oct/Nov/Dec.",city,
comer-syringe-services-harm-reduction,Syringe Services & Community-Based Harm Reduction Program grants,Comer Family Foundation,Foundation,grant,scheduled,False,51,recurring_scheduled,,2026-11-01,,"November 1, 2026 application date",2027-05-01,Not published on the sponsor page; see the linked application guidelines,,Not restricted on the page (Comer is Chicago-based; Chicago organizations eligible),nonprofit,any,none,working_capital;other,"This is the Foundation's ONLY open program: ""outside of our syringe service grantmaking program, we do not accept unsolicited proposals.""",free,official,True,not in Explorer catalog,False,,https://www.comerfamilyfoundation.org/syringe-service-program,https://www.comerfamilyfoundation.org/syringe-service-program,2026-09-11,"""Syringe services and community-based harm reduction program applications are accepted on May 1 and on November 1 of each calendar year.""",Narrow subject matter but a genuine open door at a foundation that is otherwise invitation-only. Amount range and 501(c)(3) requirement are in a linked guidelines document not fetched today.,foundation-sector,scheduled window 2027-05-01 beyond 6 months
landmarks-il-timuel-black-south-side-fund,"Timuel D. Black, Jr. Grant Fund for Chicago's South Side",Landmarks Illinois,Nonprofit,grant,scheduled,False,112,recurring_scheduled,,2027-01-01,,January 1 deadline,2027-07-01,"$500 to $10,000, depending on need",Awarded on a 3:1 matching basis,"Chicago's South Side — south of Cermak Road, west of Lake Michigan, east of S. Ashland Avenue, north of the city boundary",nonprofit;for_profit;property_owner;individual,any,none,building_improvements;facade;other,3:1 match required — the applicant must raise three dollars for every grant dollar.,free,official,False,,False,,https://landmarksillinois.submittable.com/submit/f3183f74-e5d8-45ed-b108-c1eae46c2515/timuel-d-black-jr-fund-for-chicagos-south-side,https://www.landmarks.org/grants/tblackfund/,2026-09-11,"Live page lists regular deadlines of ""January 1"" and ""July 1""; grants $500-$10,000 on a 3:1 matching basis; open to nonprofits and for-profits including faith-based and educational institutions.","STALE TEXT ON PAGE: an ""Additional application deadline for 2025: October 1"" is still displayed. There is no 2026 additional October deadline stated, so do not count on one — confirm with Suzanne Germann, (312) 922-1742 x225, before assuming an Oct 1, 2026 window. The rarest feature of this fund is that for-profits and faith-based institutions are explicitly eligible.",foundation-sector,scheduled window 2027-07-01 beyond 6 months
arc-illinois-assistive-technology-fund,Assistive Technology Fund,The Arc of Illinois,Nonprofit,in_kind,rolling,False,,rolling,,,,Open on a rolling basis; no deadline published,,Up to $500 per person or family,,Illinois,individual,any,other (individuals with intellectual/developmental disabilities),equipment,"Cannot cover devices already subsidized by Medicaid, Medicare or private insurance. Paid as a device shipped to the applicant, not as cash.",free,official,True,not in Explorer catalog,False,,https://www.thearcofil.org/about-us/programs/assistive-technology-fund/,https://www.thearcofil.org/about-us/programs/assistive-technology-fund/,2026-09-11,"""The maximum amount funded will be $500.00 per person or family. Upon approval, the device will be shipped directly to the applicant."" Applicant must be an Illinois resident.","For individuals and families, not organizations — useful for a disability or autism organization to refer clients to. The Arc of Illinois also runs a Consumer Stipend (financial assistance for training) that was not verified today. No deadline is published; treat as rolling until funds run out.",foundation-sector,
awesome-foundation-chicago,Awesome Foundation Chicago micro-grant,The Awesome Foundation — Chicago chapter,Private,grant,rolling,True,3,recurring_scheduled,2026-08-15,2026-09-14,,"Window for the September 22, 2026 trustee review",2026-10-27,"$1,000",,Chicagoland,individual;nonprofit;for_profit,any,none,other,None published on the chapter page.,free,official,False,,False,,https://www.awesomefoundation.org/en/chapters/chicago,https://www.awesomefoundation.org/en/chapters/chicago,2026-09-11,"""The trustees review period is from the 15th to the 14th overlapping months... on the fourth Tuesday of the following month (2026 expected dates: ... September 22nd, October 27th...)""",No timezone stated for the 14th cutoff. Carried over from the Chamber's Sept 10 verification and re-confirmed live today. Submit by Sept 14 to reach the Sept 22 review; otherwise the Oct 27 review.,foundation-sector,
awesome-foundation-disability,Awesome Foundation Disability chapter micro-grant,The Awesome Foundation — Disability chapter,Private,grant,rolling,False,29,recurring_scheduled,2026-10-01,2026-10-10,,October 2026 monthly window,2026-11-01,"$1,000 per month to one recipient",,"US (global chapter, not geographically restricted)",individual;nonprofit;for_profit,any,other (disability-focused projects),other,"""We will not consider requests to fund an individual's medical needs, rent, utilities, home repairs, car trouble, appliances, etc.""",free,official,False,,False,,https://www.awesomefoundation.org/en/submissions/new?chapter=disability,https://www.awesomefoundation.org/en/chapters/disability,2026-09-11,"""We accept submissions for the month's grant between the 1st through the 10th of the current month. We will not consider applications submitted outside of this window.""",September 2026 window closed Sept 10. No timezone stated for the 10th cutoff. Next window opens October 1.,foundation-sector,
cook-county-brite,BRITE - Businesses Reducing Impact on the Environment,Cook County Department of Environment and Sustainability (DES),County,grant,rolling,False,,rolling,,,,"Rolling - interest survey open, no deadline published",,Varies - 'The grant award amount will vary per recommendation identified in the report under that maximum funding amount' (maximum not published on the page),,Suburban Cook County - EXCLUDES the City of Chicago,for_profit,established,"none (priority to environmental justice, minority and under-resourced communities)",equipment;energy;building_improvements,City of Chicago businesses are not eligible. Businesses formed on or after 2020-01-01 are not eligible. The free on-site assessment is a prerequisite to any grant.,free,official,True,not in Explorer catalog,False,,https://www.cookcountyil.gov/BRITE,https://www.cookcountyil.gov/BRITE,2026-09-11,"Program requirements: 'Is located in suburban Cook County'; eligible types 'dry cleaning facility, auto body or auto repair shop, metal finisher, metal fabricator or food and beverage manufacturer'; 'The grant award amount will vary per recommendation identified in the report under that maximum funding amount.'","The only Cook County program found that still puts money into individual small businesses in 2026 - but suburban Cook only, so a City of Chicago member cannot use it. Grant is preceded by a free in-kind on-site environmental assessment. Cross-referenced on https://www.cookcountyil.gov/service/arpa-sustainability-initiatives. Maximum award amount is not published; contact environment@cookcountyil.gov.",county-state,
comed-exelon-charitable-contributions,ComEd / Exelon Charitable Contributions (Corporate Grants),"Commonwealth Edison Company (ComEd), an Exelon company",Utility,grant,rolling,False,,rolling,,,,Rolling inquiry form; invitation-only application stage,,Not published; program and general operating grants (capital campaigns generally excluded),,"ComEd service territory (Northern Illinois, including Chicago)",nonprofit,established,none,training;energy;marketing;other,No grants to individuals. Organizations that received a grant from Exelon or any subsidiary within the past 12 months are ineligible. Capital campaigns are not funded except by invitation. No organizations that discriminate.,free,official,True,not in Explorer catalog,False,,https://www.comed.com/safety-community/community/charitable-contributions,https://www.comed.com/safety-community/community/charitable-contributions,2026-09-11,comed.com today: 'ComEd awards grants to nonprofit organizations in the communities where our employees and customers live and work (Northern Illinois)'; team responds 'within six weeks.',"Directly relevant to SECCC: 'Local Chambers of Commerce' is named as a funded strategy under Enrichment through Local Vitality, alongside business-district establishment and community development corporations. Two-stage process - submit the short inquiry form first; a full application is by invitation only. The four named 'Special Grants' under this umbrella (Green Region, Powering Safe Communities, Powering the Arts, Powering the Holidays) have all closed their 2026 cycles - see checkedNotActive.",federal-utility,
comed-business-public-sector-ev-rebate,ComEd Business & Public Sector Electric Vehicle Rebate Program,Commonwealth Edison Company (ComEd),Utility,rebate,rolling,True,13,rolling_with_cutoff,,2026-09-24,,"Program runs through 2028; all new applications are waitlisted beginning September 24, 2026",,"Base: $7,500 (Class 3) to $130,000 (Class 8); school buses $70,000-$80,000; transit buses $70,000-$100,000. LIC/EIEC: $7,500 (Class 1) to $240,000 (Type D school bus).","Per-vehicle rebate for purchase or lease of new, pre-owned or repowered battery electric vehicles","ComEd service territory (northern Illinois, including Chicago)",for_profit;nonprofit,any,none (but LI/EIEC community location raises the rebate substantially),equipment;energy,Must have a commercial ComEd account - residential accounts use the separate (currently closed) residential charger rebate.,free,official,False,,True,comedEvRebate,https://www.comed.com/about-us/clean-energy/electric-vehicle-rebate-program,https://www.comed.com/about-us/clean-energy/electric-vehicle-rebate-program,2026-09-11,"comed.com today: 'Important Waitlist Update - Effective September 24, 2026... all new point-of-sale reservation voucher applications and post-purchase rebate applications... will be waitlisted.'","closingSoon is flagged because September 24, 2026 is 13 days away, but note this is a WAITLIST cutoff, not a program close - applications are still accepted after that date, they just go on a waitlist with no funding guarantee. Class 7-8 vehicles have been waitlisted since May 20, 2026 and Class 4-6 Type C/D school buses and transit buses since August 14, 2026. ComEd's own guidance: 'Customers and dealers should not proceed with a vehicle purchase expecting rebate funding until they have received approval.' The catalog's comedEvRebate entry conflates three different ComEd EV programs - see catalogDisagreements.",federal-utility,
